Title,Posting URL,Price,Location,Posted on,Post Time,Updated on,Update time,Description
2012 KIA SOUL+ HONDA CRV ELEMENT TOYOTA RAV4 NISSAN CUBE JUKE,http://newyork.craigslist.org/lgi/ctd/5886226306.html,$10995, (WE APPROVE EVERYONE!!),2016-11-21,09:32:13,N,,"

QR Code Link to This Post


Copy URL to browser to see full description for this vehicle:
http://www.greatneckcarbuyers.com/2012-Kia-Soul-Great-Neck-NY-Long-Island-Queens-NYC-NASSAU/used_car/%5dFmyWBlt6FI%3d

Check out this excellent 2012 Kia Soul + with a clean carfax and one previous owner.


Color: Silver on Black Cloth
Engine: 2.0L 4 Cylinder Engine 
Stock number: 401457
Transmission: Automatic
Miles: 44608 

FREE 1 YEAR WARRANTY, ONE OWNER, CLEAN CARFAX, DEALER SERVICED. The 2012 Kia Soul brings hipster styling and a fun-to-drive nature to the realm of the practical hatchback. This Soul + is equipped with alloy wheels, power locks and mirrors, air-conditioning, cloth upholstery, a 60/40-split-folding rear seat, a trip computer, a tilt-and-telescoping steering column, and a four-speaker sound system with CD player, satellite radio, an auxiliary audio jack and an iPod/USB audio interface, keyless entry, rear privacy glass, cruise control, a height-adjustable driver seat and Bluetooth phone connectivity, heated mirrors, dash-top and center console storage bins, a leather-wrapped steering wheel and much more. Call today and speak to any of our many sale associates who will gladly assist you in anything you may need to become its next proud owner.  
Please call 516 487 5681 or visit Greatneckcarbuyers.com

Great Neck Car Buyers & Sellers

195 Northern Blvd Great Neck, New York 11021


GO TO WWW.GREATNECKCARBUYERS.COM AND CLICK THE RED TAB TO GET APPROVED IN MINUTES

CALL 516-487-5398 TO GET FINANCED!	




WE HAVE LUXURY IMPORTED CARS 
MODELS LISTED BELOW:

MERCEDES BENZ: C, CL, CLK, CLS, E, GL, ML, S, SL, SLK, & R CLASS
C300, C250, CL550, CLS550, E350 COUPE, 3350, S550, S550 COUPE, GLK350, GL450, ML350, ML550, S550, R350, SL550, & SLK300 (2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014) 

BWM: 3, 5, 6, 7, M, & X-SERIES

328 COUPE, 328 XI COUPE, 335 XI, 335 XI COUPE, 535I, 535 XI, 535 XIA, 550 XI, 650CI, 740I, 750XI, X5 30 SI, X5 35I, X5 50I, X6 35I (2009, 2010, 2011, 2012, 2013, 2014) 

LEXUS: ES, GS, & GX-SERIES

GS 300, GS350, IS250

PORSCHE: CAYENNE S, PANAMERA (2011, 2012, 2013, 2014) 

RANGE ROVER SPORT: HSE LUX (2010, 2011, 2012, 2013, 2014) 

OTHERS: NISSAN MAXIMA SV PREMIUM, TOYOTA CAMRY XLE (2009, 2010, 2011, 2012, 2013, 2014) 
"
2007 Honda CR-V,http://newyork.craigslist.org/wch/cto/5864530504.html,$6900, (Yonkers),2016-11-06,19:14:16,2016-11-15,20:31:08,"

QR Code Link to This Post


This is 07  Honda CRV is in perfect condition, leather,sunroof, towing package AWD.mechanic is welcome.156 highway mileage. Conetico title. Please give me a call at 
show contact info
Danny,tnk.,    "
2007 honda crv,http://newyork.craigslist.org/brx/cto/5883011542.html,$7500,Not Listed,2016-11-18,20:23:16,2016-11-23,00:10:53,"

QR Code Link to This Post


Cold AC
-radio
-power windows
-power seats 
- clean interior
- sunroof
- 4x4
- heat from seats
-v4
- good heat
- No light on

No mechanical problems, price is negotiable, we speak Spanish. for more information contact me at 
 show contact info
"
2011 INFINITI M37S ((BAGGED)),http://newyork.craigslist.org/brk/wto/5898796167.html,$23, (OZONE PARK),2016-11-30,04:29:32,2016-11-30,23:51:49,"

QR Code Link to This Post


2011 INFINITI M37S .120 MILES,VOSSEN VFS2 22 INCH RIMS,BAGGED WITH AIRLIFT 3H MANAGEMENT ,UNIVERSAL BAGS ON BC COILOVERS,LIMO TINTS,VIPER REMOTE START ALARM ((ONE MILE RANGE)).TRAIN HORN.EURO R FRONT BUMPER.OVER 5K IN MUSIC SYSTEM.8K HID TOP AND BOTTOM,LED ALL AROUND,RUNS 100% NEW YORK TITLE IN HAND ,ASKING PRICE 23K BUT SLIGHTLY NEGOTIABLE.. CALL ME IF INTRESTED @ 
 show contact info





2001,2002,2003,2004,2005,2006,2007,2008 AUDI A4, AUDI A6, ADUI TT, AUDI TT QUATTRO, ACURA MDX,NISSAN ALTIMA,NISSAN MAXIMA,HONDA ACCORD,ACURA TSX.BMW 3 SERIES,BMW 745I,BMW 745LI,BMW 750I,BMW 750LI,BMW X3,BMW X5.INFINITI G35X,INFINITI G35 COUPE,INFINITI M35X,INFINITI FX35.MERCEDES BENZ C240 4MATIC,MERCEDES BENZ C230,MERCEDES BENZ C320,MERCEDES BENZ C280,MERCEDES BENZ CLK 350/MERCEDES BENZ CLK550,MERCEDES BENZ E320,MERCEDES BENZ E350 4MATIC,MERCEDES BENZ ML350 4MATIC,MERCEDES BENZ GL450 4MATIC.VOLKSWAGEN JETTA,VOLKSWAGEN,PASSAT370Z,TL,SI,CIVIC,SUPRA,TSX,EVO,RSX,SUPRA,GTI,CIVIC,SI,S2000,STI,BMW,RSX,STI,EVO,NISSAN ALTIMA,MAXIMA,GTI,BMW 325XI,BMW 335I,BMW 335XI,BMW 525I, INFINITI,MERCEDES BENZ,S200,VOLKSWAGEN JETTA,VOLKSWAGEN PASSAT, Honda ACCORD CIVIC CRV ELEMENT ODYSSEY PILOT PRELUDE S2000 Hyundai AZERA ELANTRA SANTA FE SONATA TIBURON TUCSON VERACRUZ XG Infiniti EX35 FX35 FX45 G35 COUPE SEDAN G37 I30 T I35 J30 M35 M45 Q45 T KIA - AMANTI OPTIMA RONDO SEDONA SENTRY SPORTAGE Lexus - ES300 ES330 ES350 GS300 GS330 GS350 GS400 GS430 GS450 GS460 IS250 AWD RWD IS300 IS350 ISF LS350 LS400 LS430 RX300 RX330 RX350 RX400 SC300 SC400 SC430 SE330 Mazda - 3 MAZDASPEED3 5 SPORT Keyword:2004,2005,2006,2007,2008 AUDI A4, AUDI A6,ACURA MDX,NISSAN ALTIMA,NISSAN MAXIMA,HONDA ACCORD,ACURA TSX.BMW 3 SERIES,BMW 745I,BMW 745LI,BMW 750I,BMW 750LI,BMW X3,BMW X5.INFINITI G35X,INFINITI G35 COUPE,INFINITI M35X,INFINITI FX35.MERCEDES BENZ C240 4MATIC,MERCEDES BENZ C230,MERCEDES BENZ C320,MERCEDES BENZ C280,MERCEDES BENZ CLK 350/MERCEDES BENZ CLK550,MERCEDES BENZ E320,MERCEDES BENZ E350 4MATIC,MERCEDES BENZ ML350 4MATIC,MERCEDES BENZ GL450 4MATIC.VOLKSWAGEN JETTA,VOLKSWAGEN PASSAT370Z,TL,SI,CIVIC,SUPRA,TSX,EVO,RSX,SUPRA,GTI,CIVIC,SI,S2000,STI,BMW,RSX,STI,EVO,NISSAN ALTIMA,MAXIMA,GTI,BMW 325XI,BMW 335I,BMW 335XI,BMW 525I, INFINITI,MERCEDES BENZ,S200,VOLKSWAGEN JETTA,VOLKSWAGEN PASSAT.. Honda - ACCORD CIVIC CRV ELEMENT ODYSSEY PILOT PRELUDE S2000 Hyundai - AZERA ELANTRA SANTA FE SONATA TIBURON TUCSON VERACRUZ XG Infiniti - EX35 FX35 FX45 G35 COUPE SEDAN G37 I30 T I35 J30 M35 M45 Q45 T KIA - AMANTI OPTIMA RONDO SEDONA SENTRY SPORTAGE Lexus - ES300 ES330 ES350 GS300 GS330 GS350 GS400 GS430 GS450 GS460 IS250 AWD RWD IS300 IS350 ISF LS350 LS400 LS430 RX300 RX330 RX350 RX400 SC300 SC400 SC430 SE330 Mazda - 3 MAZDASPEED3 5 SPORT    "
Pioneer DEH-14 In Dash Car Cd FM/AM Receiver Player 45 Watts x 4 Radio,http://newyork.craigslist.org/brk/pts/5862198473.html,$49," (Bronx, Manhattan, Brooklyn)",2016-11-05,08:44:44,2016-12-03,09:06:28,"

QR Code Link to This Post


Up for sale is this Pioneer DEH-14 45Wx4 High Power / EEQ/ Supertuner III/ Detachable Face Security. I am asking $49.00. CASH ONLY! This unit works great. Very powerful with a total output of 180watts (45w x4). Located in the Bronx, Manhattan, and Brooklyn. PICKUP ONLY! Please text/call me anytime at (646) 406-Five339. NO SCAMMERS PLEASE! Pioneer is one of the top of the line quality better than Panasonic, JVC, Kenwood, Alpine, Dual, Sony, and so on.

With the Pioneer DEH-1400, the road's your concert hall. Throw in your favorite CD, CD-R, or even CD-RW, or use Best Stations Memory (BSM) to find a great tune, and let the system do the rest. The DEH-1400 features 45 Watts x 4, Easy EQ for custom sound shaping, and Supertuner III to lock onto a station. Plus, the face detaches for added security. Hey- great seats. 


General Features 45W x 4-Channel High Power
Electronic Volume Control
EEQ Performance Chip 3-Band Equalizer
Easy EQ (EEQ) switches 5 Factory, 1 User EQ Presets (Super Bass, Powerful, Natural, Vocal, Flat, Custom)
Source Custom EQ Memory (Independent Custom Memory for each source)
Selectable Loudness Control (Low/Mid/High/Off)
Selectable FIE (Front Image Enhancer) (Rear LPF 100/160/250Hz)

S.L.A. (Source Level Adjustment)
Selectable Fader Control
RCA Preouts (x1 pair) (2V)
Blue-Back Liquid Crystal Display (Neg) with LED Backlight
Clock
Compact Disc Track Scan/Pause/Repeat/Random Play
Audible Fast-Forward/Reverse
Playback Compatible with Digital CD-R and CD-RW
AGC (Automatic Gain Control)
8x oversampling
3-beam laser pick-up
1-bit D/A Converter
Anti-shock mechanism
Chassis DIN Mountable
Detachable Face
Radio Supertuner III
24-Station/6-Button (18FM / 6AM) Presets
BSM (Best Station Memory)
Up/Down Seek with Selectable Local Seek Tuning

Thanks for looking!

 Fits Honda Civic, Accord, CRV, Fit, Element, Odyssey, Pilot, Toyota Corolla, Camry, Avalon, Rav4, Highlander, Tacoma, Nissan Altima, Maxima, Sentra, Chevrolet Chevy Impala, Corsica, Cavalier, Malibu, Dodge Neon, Intrepid, Dart, 88 89 90 91 92 93 94 95 96 97 98 99 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 1988 1989 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 and so on (Please Ignore Other Models: AVIC-X950BH, AVICX850BT, AVIC-Z150BH, AVIC-8000NEX, AVIC-7000NEX, AVIC-6000NEX, AVIC-5000NEX, Avic-D3,D2,D1,N1,N2,N3,GPS, Navigation, Bluetooth, Navi).
"
"2007 Honda CR-V EX, CRV AWD",http://newyork.craigslist.org/brk/cto/5883572133.html,$7800, (brooklyn),2016-11-19,10:25:26,2016-12-02,13:54:31,"

QR Code Link to This Post


2007 Honda CR-V EX 

- clean title 
- 134k miles 
- 4 cylinder, automatic transmission, AWD 
- sunroof, cd changer, mp3 aux radio, rims
- clean inside and outside 
- remote keys 

price $7800. call 646 *288*O373*



















#toyota #highlander #rav4 #acura #rdx #mdx #nissan #murano #rogue #lexus #rx330 #rx300    "
"★FOG LIGHTS FOR HONDA,TL,CRV,CUSTOMS",http://newyork.craigslist.org/brx/fod/5867548685.html,$50, (QUEENS),2016-11-08,17:08:30,2016-11-29,16:03:01,"

QR Code Link to This Post


HONDA ACCORD 2003-2007 FOG LIGHTS BRAND NEW THAT I NEVER GOT TO PUT IT ON MY CAR BECAUSE I SOLD MY CAR I WANT 50.00 DOLLARS FIRM 
 show contact info


If need hid i have....ok    "
WANTED HONDA CRV 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009,http://newyork.craigslist.org/jsy/cto/5867815732.html,$8000, (NY),2016-11-08,20:58:38,2016-11-27,17:25:41,"

QR Code Link to This Post


Hi Looking to buy honda crv years from 2000 to 2009 any condition andy mileage please let me know if you have one for sale . call me or text me 
 show contact info

Thank you 
George    "
Honda CRV EXL Sport Utility 4D 2008,http://newyork.craigslist.org/brx/cto/5888550111.html,$7900, (Bronx ny),2016-11-22,17:28:04,2016-12-02,22:03:37,"

QR Code Link to This Post


Miles:157,000Motor:4-Cyl, VTEC, 2.4 LiterTransmision:Automatic, 5-Spd w/OverdriveTraccion:4WD Traction ControlPower Door LocksDual Air BagsStability ControlCruise ControlLeatherABS (4-Wheel)Power SteeringMoon RoofAnti-Theft SystemTilt WheelPrivacy GlassAir ConditioningAM/FM StereoAlloy WheelsPower WindowsCD (Multi Disc):Call me at:
show contact info
/ 
show contact info
"
"★FOG LIGHTS FOR HONDA,TL,CRV,CUSTOMS",http://newyork.craigslist.org/brx/fod/5898386934.html,$50, (QUEENS AND BRONX),2016-11-29,19:10:49,N,,"

QR Code Link to This Post


HONDA ACCORD 2003-2007 FOG LIGHTS BRAND NEW THAT I NEVER GOT TO PUT IT ON MY CAR BECAUSE I SOLD MY CAR I WANT 50.00 DOLLARS FIRM 
 show contact info


If need hid i have....ok    "
"★FOG LIGHTS FOR HONDA,TL,CRV,CUSTOMS",http://newyork.craigslist.org/brx/fod/5898556792.html,$50, (QUEENS AND BRONX),2016-11-29,21:35:29,N,,"

QR Code Link to This Post


HONDA ACCORD 2003-2007 FOG LIGHTS BRAND NEW THAT I NEVER GOT TO PUT IT ON MY CAR BECAUSE I SOLD MY CAR I WANT 50.00 DOLLARS FIRM 
 show contact info


If need hid i have....ok    "
"★FOG LIGHTS FOR HONDA,TL,CRV,CUSTOMS",http://newyork.craigslist.org/brx/fod/5864929876.html,$50, (QUEENS AND BRONX),2016-11-07,06:33:51,2016-11-30,20:25:45,"

QR Code Link to This Post


HONDA ACCORD 2003-2007 FOG LIGHTS BRAND NEW THAT I NEVER GOT TO PUT IT ON MY CAR BECAUSE I SOLD MY CAR I WANT 50.00 DOLLARS FIRM 
 show contact info


If need hid i have....ok


, installation , amp , amps, radio , , navigation , pioneer , Rockford fosgate , punch , ev, evs , alpine, jl audio . jl . hiphonic , beyma , celestion , truvox , clarion , radio installation , amp installation , flip out , double din gps , gps , gps radio , Sub , subwoofer , amp , amplifier , amp , amps , indash , flipout , Mids , mid driver , Voice , speakers , radio , Car radio , JL AUDIO , 02 , BEYMA , AUDIOPIPE , SONY , JBL , MTX , KICKER , HIFONICS , HONDA , ACURA , RACING , PIONEER , NAVIGATION , GPS , FLIP UP , TOUCH SCREEN , DVD , MP3 , IPHONE , BATTERY OPTIMA , ZUES , EV , L0G1TECH!! CAPACITOR ,PUNCH acura tsx, acura
tl, TWEETER,    "
2007 Honda CRV CR-V EX 4x4 Low Miles One Owner MINT,http://newyork.craigslist.org/stn/ctd/5869789980.html,$9495, (www.usedcarsjersey.com),2016-11-10,10:11:46,N,,"

QR Code Link to This Post


You are now looking at a well maintained 2007 Honda CRV EX 4WD Sport. This One Owner truck only has 100k original miles and a clean Carfax history with no accidents and many service records. The engine is a 2.4 Liter DOHC i-Vtec (same engine that comes in the Honda Element, Honda Accord, and many other models) that has Zero issues and is virtually maintenance-free with its timing chain. The transmission is a smooth shifting automatic and also has no issues what-so-ever. This truck has a limited warranty available on it as well. It has no warning lamps on and drives straight as an arrow. It's equipped with power windows, power locks, clean black cloth seats, remote keyless entry, power moon-roof, immobilizer theft deterrent system, 60/40 split folding rear seats, AM/FM stereo w/CD/MP3/iPOD player, ice cold air conditioning, recently replaced brakes all around, and good all season Michelin tires on 17"" Alloy wheels. You will NOT be disappointed. Above you will find many photographs of the actual vehicle that were taken this evening. Feel free to give me a call at any time to make an appointment so you can view the vehicle. Thank you for taking your time to read my ad and have a pleasant day. Here at Richmond Enterprises, we like to create a very stress-free buying experience, so please feel free to give us a call with any questions you may have. We are pleased to now offer financing to anyone with good, bad, or no credit. You may visit our website at WWW.USEDCARSJERSEY.COM and fill out an online application, or better yet stop on by and see/test drive the car for yourself and fill one out in person. Feel free to call at any time. 908-671-116eight


All of the inventory at Richmond Enterprises is priced fair and aggressive and all prices assume you are paying in full. Information deemed reliable, but not guaranteed. Interested parties should confirm all data before relying on it to make a purchase decision. All prices and specifications are subject to change without notice. Prices may not include additional fees such as government fees and taxes, title and registration fees, finance charges, dealer document preparation fees, processing fees and compliance charges. Internet special price may not be compatible with dealer sponsored or subsidized subprime financing. All prices assume buyer has good credit.


"
"★FOG LIGHTS FOR HONDA,TL,CRV,CUSTOMS",http://newyork.craigslist.org/brx/fod/5896911804.html,$50, (QUEENS AND BRONX),2016-11-28,21:13:21,2016-11-30,23:21:46,"

QR Code Link to This Post


HONDA ACCORD 2003-2007 FOG LIGHTS BRAND NEW THAT I NEVER GOT TO PUT IT ON MY CAR BECAUSE I SOLD MY CAR I WANT 50.00 DOLLARS FIRM 
 show contact info


If need hid i have....ok    "
"★FOG LIGHTS FOR HONDA,TL,CRV,CUSTOMS",http://newyork.craigslist.org/brx/fod/5886351920.html,$50, (QUEENS AND BRONX),2016-11-21,10:50:24,2016-11-30,23:17:52,"

QR Code Link to This Post


HONDA ACCORD 2003-2007 FOG LIGHTS BRAND NEW THAT I NEVER GOT TO PUT IT ON MY CAR BECAUSE I SOLD MY CAR I WANT 50.00 DOLLARS FIRM 
 show contact info


If need hid i have....ok    "
2012 Honda Accord CR-V crv parts limited 2011 2010 awd ex lx sport,http://newyork.craigslist.org/que/pts/5868145947.html,$7, (queens or brooklyn),2016-11-09,08:35:55,2016-11-29,09:31:20,"

QR Code Link to This Post


 Call 
 show contact info
for just about  Any part for any Car! Wholesale Prices to the Public! No reasonable offers will be refused! See what JUST ARRIVED!!2003 Lincoln navigator 2009 Chevy Impala SS 1999 mercedes ML430 320 2004 BMW 330ci Convertible 2006 Honda Odyssey EX-L EX exl lx 2014 crv and 2003 Toyota Celica2010 Nissan Altima SL S  2004 MAzda Tribute 2003 Dodge Durango Hemi SLT SLT+2006 Chrysler Town & Country LXI lx limited2012 Kia Forte2003 GMC Envoy XL XLT 2008 Pontiac G6 2008 Hyundai Elantra2004 Chevrolet custom TrailBlazer trail blazer SS LT2004 Chrysler Sebring2006 Chevy Impala2004 MAzda 62007 Honda Accord 2003 Honda Pilot2005 Chrysler 300 300cCall 
 show contact info
for Any part for any Car! Wholesale Prices to the Public!  We are a family owned and operated full service salvage yard . We sell quality used auto parts for both foreign and domestic cars and trucks . "
2007 Honda CR-V EX 4WD AT - Automatic - Excellent Cond- Must See!,http://newyork.craigslist.org/stn/ctd/5888277118.html,$9995, (NNJ-VOTED BEST PRE-OWNED!),2016-11-22,14:32:54,N,,"

QR Code Link to This Post


2007 Honda CR-V EX 4WD AT -INTERNET SPECIAL NOW ONLY $9995 WAS  $10,995
http://www.davefranekauto.com/2007-Honda-CRV/Used-SUV/WantageSussex-NJ/14845/8204461/Craigslist/19923208/Details.aspx

Year: 2007
Make:Honda
Model:CR-V
Trim:EX 4WD AT
Mileage:119,993
Stock #:11032
VIN:JHLRE48597C030884
Trans:Automatic
Color:WHITE
Vehicle Type:SUV
State:NJ
Drive Train:AWD
Engine:2.4L

Notes
SUPER NICE HONDA CRV - Automatic - SUNROOF - Roomy Cargo Area with Shade - All the Power Options You Love - We Offer Low Interest Financing and Warranty with Purchase - Call Today to Save With Dave!

Vehicle Options

	
		Child Safety Door LocksPower Door LocksVehicle Anti-Theft4WD/AWDABS BrakesElectronic Brake AssistanceTraction ControlVehicle Stability Control SystemDriver AirbagFront Side AirbagPassenger AirbagSide Head Curtain AirbagKeyless EntryAir Conditioning
Cruise ControlTachometerTilt SteeringTilt Steering ColumnSteering Wheel Mounted ControlsTelescopic Steering ColumnTire Pressure MonitorTrip ComputerAM/FM RadioCD PlayerCD ChangerSecond Row Folding SeatCargo Area CoverCargo Area Tiedowns
Power SunroofManual SunroofDaytime Running LightsFront Air DamAlloy WheelsPower WindowsPower Adjustable Exterior MirrorDeep Tinted GlassInterval WipersRear Window DefoggerRear Wiper
	



Dave Franek Automotive
238 Route 565
Wantage 
NJ 
07461
973-875-3807    "
HONDA CRV EX 2007!!!,http://newyork.craigslist.org/lgi/cto/5892383057.html,$7200, (Long Beach),2016-11-25,20:11:09,2016-12-03,09:48:15,"

QR Code Link to This Post


2007 Honda CRV EX, automatic, VTEC, 2.4 L
with a ton of life still left in it!!!  
Mostly highway miles.
Original owner w/ maintenance records.
Oil change every 3,000 miles
Automatic. 
Remote start
AM/FM/CD/ AND Sirius XM radio. 
Power mirrors, locks, sunroof.
Non-smoker.
Many child safety features.
Rear seats fold down making a huge trunk if needed.
Slight dent over front left tire. Some minor scratches. See picture
AC recently charged and works great!
Roof rack w/ bike rack


"
2012 KIA SOUL+ HONDA CRV ELEMENT TOYOTA RAV4 NISSAN CUBE JUKE,http://newyork.craigslist.org/lgi/ctd/5876185866.html,$10995, ($89/MONTH),2016-11-14,13:47:00,N,,"

QR Code Link to This Post


Copy URL to browser to see full description for this vehicle:
http://www.greatneckcarbuyers.com/2012-Kia-Soul-Great-Neck-NY-Long-Island-Queens-NYC-NASSAU/used_car/%5dFmyWBlt6FI%3d

Check out this excellent 2012 Kia Soul + with a clean carfax and one previous owner.


Color: Silver on Black Cloth
Engine: 2.0L 4 Cylinder Engine 
Stock number: 401457
Transmission: Automatic
Miles: 44608 

FREE 1 YEAR WARRANTY, ONE OWNER, CLEAN CARFAX, DEALER SERVICED. The 2012 Kia Soul brings hipster styling and a fun-to-drive nature to the realm of the practical hatchback. This Soul + is equipped with alloy wheels, power locks and mirrors, air-conditioning, cloth upholstery, a 60/40-split-folding rear seat, a trip computer, a tilt-and-telescoping steering column, and a four-speaker sound system with CD player, satellite radio, an auxiliary audio jack and an iPod/USB audio interface, keyless entry, rear privacy glass, cruise control, a height-adjustable driver seat and Bluetooth phone connectivity, heated mirrors, dash-top and center console storage bins, a leather-wrapped steering wheel and much more. Call today and speak to any of our many sale associates who will gladly assist you in anything you may need to become its next proud owner.  
Please call 516 487 5681 or visit Greatneckcarbuyers.com

Great Neck Car Buyers & Sellers

195 Northern Blvd Great Neck, New York 11021


GO TO WWW.GREATNECKCARBUYERS.COM AND CLICK THE RED TAB TO GET APPROVED IN MINUTES

CALL 516-487-5398 TO GET FINANCED!	




WE HAVE LUXURY IMPORTED CARS 
MODELS LISTED BELOW:

MERCEDES BENZ: C, CL, CLK, CLS, E, GL, ML, S, SL, SLK, & R CLASS
C300, C250, CL550, CLS550, E350 COUPE, 3350, S550, S550 COUPE, GLK350, GL450, ML350, ML550, S550, R350, SL550, & SLK300 (2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014) 

BWM: 3, 5, 6, 7, M, & X-SERIES

328 COUPE, 328 XI COUPE, 335 XI, 335 XI COUPE, 535I, 535 XI, 535 XIA, 550 XI, 650CI, 740I, 750XI, X5 30 SI, X5 35I, X5 50I, X6 35I (2009, 2010, 2011, 2012, 2013, 2014) 

LEXUS: ES, GS, & GX-SERIES

GS 300, GS350, IS250

PORSCHE: CAYENNE S, PANAMERA (2011, 2012, 2013, 2014) 

RANGE ROVER SPORT: HSE LUX (2010, 2011, 2012, 2013, 2014) 

OTHERS: NISSAN MAXIMA SV PREMIUM, TOYOTA CAMRY XLE (2009, 2010, 2011, 2012, 2013, 2014) 
"
2007 HONDA CRV EX-L  ONE OWNER CLEAN CAR FAX,http://newyork.craigslist.org/que/cto/5835536442.html,$7995,Not Listed,2016-10-18,23:40:00,2016-11-14,16:38:02,"

QR Code Link to This Post


07 CRV EX-L 4WD
ONE OWNER
CLEAN CAR FAX
MAINT CONDATION 
ALL LEATHER
SUN ROOF
ALLOY WHEELS
NEW TIRES
VERY CLEAN
NO SMOKER

CAR COMES FROM PA
HWY MILES 140K

CALL ME @ 
 show contact info
"
"★FOG LIGHTS FOR HONDA,TL,CRV,CUSTOMS",http://newyork.craigslist.org/brx/fod/5858806147.html,$50, (QUEENS AND BRONX),2016-11-02,23:53:25,2016-11-30,20:24:58,"

QR Code Link to This Post


HONDA ACCORD 2003-2007 FOG LIGHTS BRAND NEW THAT I NEVER GOT TO PUT IT ON MY CAR BECAUSE I SOLD MY CAR I WANT 50.00 DOLLARS FIRM 
 show contact info


If need hid i have....ok    "
"★FOG LIGHTS FOR HONDA,TL,CRV,CUSTOMS",http://newyork.craigslist.org/brx/fod/5864929646.html,$50, (QUEENS AND BRONX),2016-11-07,06:33:23,2016-11-30,20:19:31,"

QR Code Link to This Post


HONDA ACCORD 2003-2007 FOG LIGHTS BRAND NEW THAT I NEVER GOT TO PUT IT ON MY CAR BECAUSE I SOLD MY CAR I WANT 50.00 DOLLARS FIRM 
 show contact info


If need hid i have....ok


, installation , amp , amps, radio , , navigation , pioneer , Rockford fosgate , punch , ev, evs , alpine, jl audio . jl . hiphonic , beyma , celestion , truvox , clarion , radio installation , amp installation , flip out , double din gps , gps , gps radio , Sub , subwoofer , amp , amplifier , amp , amps , indash , flipout , Mids , mid driver , Voice , speakers , radio , Car radio , JL AUDIO , 02 , BEYMA , AUDIOPIPE , SONY , JBL , MTX , KICKER , HIFONICS , HONDA , ACURA , RACING , PIONEER , NAVIGATION , GPS , FLIP UP , TOUCH SCREEN , DVD , MP3 , IPHONE , BATTERY OPTIMA , ZUES , EV , L0G1TECH!! CAPACITOR ,PUNCH acura tsx, acura
tl, TWEETER,    "
